Crop,N,P,K,Temperature,Humidity,pH,Rainfall,Yield
banana,76,,,,,,,4745.5
sugarcane,47,,79,31.5,,,237,
banana,,,,32.5,,,,
N/A,,,,,34.7,,141,unknown
N/A,,,61,,,,,
groundnut,,,,,39.6,,,
wheat,,,,,,,90,
millet,67,,47,,53.1,,,
,81,54,34,,,,,
maize,,,48,28.6,72.4,,98,
groundnut,,,,28.2,53.6,,,unknown
,,,,,,,,
groundnut,,24,,,,,,2104.5
sugarcane,108,54,,,48.7,,150,unknown
unknown,60,,40,18.0,77.1,,,
sugarcane,,43,37,24.7,,,,4770.0
cotton,,,,,,6.8,,2655.2
millet,,,50,,,,,
soybean,,47,,16.1,37.6,6.1,183,
millet,,,,,,,,unknown
maize,,80,,,89.2,,,
cotton,128,,,,,,,3179.7
cotton,63,,63,,56.3,,,
rice,,,47,27.9,82.4,,,
N/A,101,,70,,,,152,unknown
groundnut,,70,68,21.1,,8.1,,
banana,,,55,33.4,,7.7,,unknown
banana,81,,20,,,,118,
maize,,,70,,,7.6,,
N/A,,,29,,,,77,1845.5
barley,,46,,28.4,,,,2082.9
unknown,,,,22.4,,7.4,,
soybean,,,69,,,6.3,,2971.5
barley,,,51,25.2,,,55,3323.9
wheat,,52,38,31.5,49.4,7.2,89,3832.6
millet,126,23,,,,,236,2892.6
millet,96,,,16.9,,,144,unknown
,119,27,21,,,,,
,,,,,44.4,,,
rice,,66,,,,6.4,,unknown
banana,55,,,,62.9,4.6,,unknown
banana,73,38,67,31.7,,,,
barley,,,,,,5.3,,unknown
barley,,35,,,38.9,,282,
groundnut,,77,,,,,,unknown
soybean,,,,,58.3,6.3,,
sugarcane,126,,,,,,,
unknown,,,,,52.6,6.1,221,3499.4
maize,,35,,,,,,
millet,118,,,32.6,,5.3,,
banana,41,,,24.1,,5.5,237,4107.4
N/A,,31,,20.3,58.4,5.2,82,
groundnut,,,,26.3,,6.7,178,
sugarcane,,26,,24.3,,,,3484.6
groundnut,,,,23.2,,5.7,216,
rice,65,,36,,,,59,
banana,102,,,,,6.8,,
,,,,,,8.1,,
rice,,73,,,86.5,,,
barley,,,,,,,202,3232.2
maize,,70,44,,,6.0,298,
unknown,,,30,22.1,,6.8,129,
rice,79,40,63,17.9,97.2,5.9,,unknown
soybean,,76,,,33.8,,,2830.7
N/A,,,,34.7,50.3,,154,
groundnut,,,68,34.5,,6.7,100,
cotton,,,58,,,,,
maize,113,43,,,,6.9,,
banana,89,,36,,,5.5,,unknown
barley,,,,,,,,
cotton,47,66,65,,43.8,6.0,,unknown
unknown,61,,,,,8.1,,4089.9
,,57,,20.6,,,,
wheat,,,61,32.9,,5.6,,unknown
sugarcane,,25,45,,,6.4,287,4358.2
wheat,,37,,,,8.4,,
cotton,,,,,79.8,7.2,60,unknown
sugarcane,73,,33,,38.1,5.6,299,
sugarcane,116,79,,,,,203,
groundnut,,,,,,,,
unknown,,,,25.3,98.2,,82,unknown
cotton,45,37,73,18.2,,,,unknown
cotton,41,,,,,4.8,133,2378.0
banana,49,,,,37.6,4.9,,unknown
rice,78,,,,,,,4266.4
banana,87,,,,74.9,6.2,,
N/A,,,,,,,,unknown
wheat,75,50,,,41.1,,,2215.2
millet,,,,,,,,2397.7
cotton,,,,20.8,44.1,,170,unknown
groundnut,,,24,,,,91,1953.0
,,,71,,70.6,5.1,,
sugarcane,,,75,34.0,81.2,,,
unknown,61,,,,51.2,,,4793.8
,45,,,,34.5,,,
barley,,,,27.0,79.0,,,
maize,117,,32,,68.5,,,
unknown,50,,22,,,6.1,,2897.1
cotton,,,,29.3,,6.4,,
N/A,,,,,,4.9,,unknown
maize,,55,,,90.1,,,
unknown,73,,42,16.2,32.7,,,
unknown,,,,,,,,unknown
N/A,108,,,,,,104,
cotton,117,63,,,30.4,,,
cotton,,,,,60.4,,,
banana,,66,,16.4,85.2,4.9,298,
unknown,,,31,,80.5,7.7,,
banana,,,,,75.9,,,unknown
unknown,52,26,,20.2,,,187,unknown
banana,103,,,,,,,unknown
wheat,,,,38.8,59.0,7.9,,unknown
maize,87,,,,,5.5,,3431.9
wheat,90,,,22.4,86.5,5.6,,unknown
soybean,,,,,,,,3720.0
banana,,,,,,,,
N/A,,,,,,,,unknown
sugarcane,80,38,40,,94.9,,,
rice,,,41,,78.1,,298,
groundnut,,53,73,,,8.1,58,
cotton,,,,,,,201,
soybean,,,68,,,,,2885.2
cotton,,28,57,33.6,94.9,5.7,,unknown
millet,97,,74,17.5,68.0,5.9,,
sugarcane,,,70,,,,,3454.0
millet,,,59,,,,,unknown
maize,,,53,22.2,32.1,,,2527.7
banana,49,29,78,,,,,
millet,,,,15.3,,,,
groundnut,,,80,,,,255,2360.5
rice,44,39,,,,,,3561.1
groundnut,,,,23.2,,,,
unknown,,,,,,,124,
N/A,,56,,,38.0,5.4,152,3093.4
barley,,,36,,52.2,6.4,147,unknown
N/A,,,,,51.8,8.4,,
,114,,54,,,,271,4055.4
N/A,47,,,22.2,81.8,,121,unknown
N/A,,,23,,,,,
millet,,26,,,,5.2,,
soybean,,,,,,,230,unknown
unknown,51,,,17.7,58.8,,,
maize,,,,,,4.9,,unknown
rice,,,,,,,,4148.2
barley,,23,36,,56.8,,162,
millet,,52,53,35.8,,,,3416.0
sugarcane,122,30,,,,5.8,,
soybean,106,,,,,,156,unknown
cotton,123,,,,,,,
maize,,,,39.7,,5.6,96,
barley,,,,,36.3,6.2,,2750.0
soybean,56,,,,49.0,,226,unknown
wheat,57,,,37.5,,,274,
maize,104,54,,,,6.3,100,3615.2
unknown,126,,,,,,,
rice,49,42,58,38.7,,8.1,,unknown
maize,55,47,,,56.9,,120,unknown
millet,,,,17.4,,,,
N/A,,,41,38.3,,,,unknown
cotton,,34,,,,4.7,152,unknown
groundnut,,,,,,,,
groundnut,,,70,,,,130,
barley,,39,,24.9,97.4,,219,2246.1
sugarcane,,26,,20.9,74.4,,,
,,,,,55.5,,167,
soybean,,38,,25.5,,,215,
sugarcane,121,62,,26.2,83.6,,,unknown
N/A,56,58,35,,88.6,,,3822.7
barley,122,31,67,,,,,unknown
N/A,118,,49,39.1,67.3,8.3,,2333.1
soybean,,,,,82.6,,,
barley,,,,,,,,
,100,,39,,,,,unknown
N/A,65,,51,18.1,31.5,,,
cotton,,27,,,,,,unknown
unknown,72,,,,75.3,4.7,,2651.6
soybean,,,,39.7,,,,
sugarcane,,,,,,,,unknown
sugarcane,,,56,,,,,
barley,,,,24.2,,,,
groundnut,,39,,,,,,unknown
millet,,,,,,,,unknown
banana,,,,21.5,,,127,
wheat,,,,,,7.6,,
soybean,,,,,,,,3288.5
banana,114,32,,,,6.6,,
sugarcane,,50,71,,,6.6,75,
maize,82,,,26.0,58.6,7.1,,3126.7
barley,104,26,,29.7,,,,unknown
wheat,122,,42,,70.9,,,unknown
sugarcane,,,,,,,,3903.8
unknown,,31,,,,,287,
N/A,,24,48,,,,,
cotton,,,68,,,,111,unknown
groundnut,,,43,15.8,82.3,4.7,72,unknown
sugarcane,104,77,,,57.9,5.8,,
unknown,104,,39,,41.6,5.0,274,2400.1
millet,,80,80,,,6.0,,2131.1
sugarcane,44,50,77,,,7.1,,unknown
rice,,,23,,40.1,,181,unknown
banana,,38,,,50.6,,,4809.9
cotton,96,,,18.4,,,,
sugarcane,,,64,,88.6,7.6,184,
cotton,,56,34,,,5.8,82,
,,69,,,85.1,,,unknown
millet,,35,77,,54.0,5.1,,2421.1
N/A,,,67,38.8,,,,
barley,,,,,,,,
soybean,,,49,18.4,48.2,5.0,,unknown
maize,43,,,17.0,,,,
unknown,,55,,,47.6,,175,4602.4
barley,101,75,,,69.1,7.3,,unknown
cotton,56,,,,,,,2394.5
soybean,117,,38,,,,,
,64,35,,,,8.0,231,unknown
sugarcane,51,,,,,5.5,,
unknown,41,,,,,,,
millet,,22,29,,,8.1,,
barley,126,,,37.0,,5.9,54,
soybean,,39,28,39.3,62.2,,133,
N/A,,78,,,,,,2971.9
barley,56,63,,38.6,95.4,,,
sugarcane,114,28,,,80.4,7.7,,
N/A,,,,,93.6,7.9,80,unknown
rice,,,79,,,,,3994.6
,62,78,,,,,,
maize,,41,,,,,,
N/A,,57,36,,49.9,,,unknown
barley,83,,70,39.5,,,,2927.5
N/A,,,,24.9,,,188,
maize,,,,,,,152,
maize,106,,,,,8.3,,unknown
cotton,,,58,37.7,,,,
maize,,50,,,86.5,,100,
unknown,66,,36,,99.6,,,
soybean,,69,29,,80.7,,,
unknown,122,,23,,,,,unknown
N/A,,,46,31.7,64.3,5.9,201,unknown
soybean,,29,47,,,,,unknown
sugarcane,89,,,,,,,3945.4
wheat,,,,,,,,unknown
groundnut,,,,25.1,99.1,,,unknown
unknown,88,,,23.7,85.6,,,
unknown,,,,,,,,
unknown,120,,75,26.6,,,173,
N/A,,56,,,,,,
unknown,,,,,,,,unknown
groundnut,,20,,,39.8,7.2,,
unknown,,,42,,,,,
rice,,20,,,,,218,unknown
millet,62,,63,,99.0,,,unknown
soybean,87,,,34.4,,,,3608.5
millet,,80,39,,,,,
soybean,,52,,20.3,86.7,7.6,,2594.3
wheat,,,,37.0,79.8,,98,
wheat,,53,,37.7,,8.2,,
cotton,,,,,,,,
maize,60,,77,,44.9,6.6,89,unknown
wheat,,66,,,,,,2312.6
rice,73,,,,,,,
cotton,,20,,26.9,30.1,6.7,,
millet,60,56,,,,,,
cotton,,,,19.7,,,223,
millet,,22,45,,,7.5,114,
sugarcane,,25,,,,7.5,,4789.9
cotton,,,,,,,,unknown
maize,,,,,,6.1,,unknown
groundnut,,,41,,96.4,,,
unknown,,,47,,,,155,
maize,,,,29.5,,,96,2647.1
soybean,,51,,,,,,
unknown,122,44,62,,53.8,7.6,,unknown
millet,,,,,,,196,2881.2
rice,111,30,27,,,,,unknown
banana,76,,,,,,176,3177.6
barley,,,,,38.9,,,unknown
maize,128,,,,77.6,,,
sugarcane,,70,,,88.7,,,unknown
groundnut,,,34,22.1,,6.8,238,unknown
groundnut,,,,,,5.6,,
soybean,,,,,,,,2775.0
barley,,,73,39.6,37.5,,,
groundnut,,,43,,,5.7,139,unknown
barley,114,49,41,,,7.9,,
barley,125,,,,,,110,unknown
rice,129,76,53,,,,,
cotton,65,,39,,,,265,
wheat,,,,,,,,unknown
soybean,,,,18.4,,,,3617.2
barley,,,50,22.4,,,77,
barley,,26,,,84.0,,256,2982.5
wheat,,,,,,,,3211.8
maize,,,25,24.2,,,,unknown
maize,86,,,,,5.8,,unknown
N/A,,,,,,8.1,,
,,70,,,99.7,,,2800.3
soybean,104,,,34.7,,,,2581.5
maize,,34,28,21.7,,,,unknown
N/A,,,,22.7,40.7,,,3314.6
soybean,,43,72,17.4,,7.1,61,unknown
cotton,,21,,,,,,
cotton,61,,80,,,,,1824.6
,97,49,,28.7,,,,unknown
banana,,,,33.7,,8.2,,
,,61,,29.6,,,,4128.6
,,33,,,,,,
soybean,,74,,16.2,,,,
soybean,,,,,64.9,,,
unknown,,,,,95.9,8.1,257,unknown
rice,,79,58,,,5.5,,
millet,,,30,,,,,
N/A,,,,23.0,61.0,6.7,,unknown
wheat,,,,,,,162,
maize,65,,,31.7,,,71,
barley,,,57,,,,,unknown
barley,,49,,,,,,2945.8
soybean,,,71,,64.7,,156,unknown
maize,,24,,,,8.0,254,3056.6
maize,,,33,,,6.4,,unknown
rice,75,,69,37.0,,5.3,,
N/A,44,62,,,,6.2,,1755.6
wheat,69,56,,,,,,
wheat,,,,,,,,3400.0
millet,,71,,,87.3,,206,
soybean,,,65,,79.0,5.3,,
sugarcane,,,,,,,,
unknown,,49,32,,,5.2,,
soybean,,55,,,,,,2453.1
wheat,,,,,67.6,,,unknown
N/A,,,25,18.9,,,193,
sugarcane,,73,,,30.7,,,
millet,,,21,,,6.4,,unknown
groundnut,,,,,,6.4,,
N/A,,,23,,,,,
millet,,,,39.6,46.2,,276,
cotton,,,40,36.3,39.7,,,
sugarcane,,,50,,93.8,,,unknown
banana,,56,33,,91.2,,204,unknown
,,60,,,77.9,,60,
banana,98,76,,,,,114,3268.2
sugarcane,47,,74,,,,,4153.1
barley,,73,,28.9,55.2,8.3,,
groundnut,76,,,,,6.6,61,
N/A,,45,53,,91.2,,52,
millet,,24,68,,,,76,
rice,,,,39.0,86.0,6.7,,
,,,,,45.6,,,
N/A,120,,,27.2,,,292,3648.3
,,,,,,,259,
millet,,,,,,,,unknown
unknown,,55,55,34.7,,,,
N/A,,,,,,6.9,,unknown
millet,,,41,,,,,unknown
maize,,,58,,,,223,unknown
sugarcane,,80,57,22.8,,,,4351.8
sugarcane,,26,72,,,,89,unknown
wheat,,36,,23.7,,,,unknown
millet,,66,,,,,,unknown
groundnut,96,,,,,4.7,177,2178.8
maize,,,53,25.7,79.2,,,
soybean,,63,,,,,,
wheat,,73,,20.7,,,,unknown
unknown,,,63,15.8,,,,
barley,,37,,20.4,76.8,6.0,171,
cotton,,41,25,,85.9,6.1,,2169.6
barley,57,75,36,20.8,,,,3627.4
banana,,,,,,,,
rice,,,66,,83.8,,,
cotton,,,76,,51.5,6.6,178,unknown
unknown,,65,21,,94.9,7.9,,3621.2
N/A,,,,32.6,53.8,7.1,,
barley,,55,,,55.9,,88,3018.6
soybean,95,30,46,,,,,unknown
millet,,50,,23.2,,,259,2932.2
banana,63,,,,,6.2,,4821.8
soybean,53,,28,,,,,
wheat,,,,,92.3,,,3820.2
cotton,,,,,98.3,,,1920.2
barley,42,,25,,,,,unknown
sugarcane,,78,,,,,,
banana,,,,,,7.1,,
sugarcane,122,,,24.4,,6.9,,unknown
sugarcane,63,,,,99.6,4.6,,unknown
millet,84,,,,,4.6,,2040.0
N/A,,33,,,,,,unknown
groundnut,,34,72,,96.5,5.6,,1489.8
rice,62,56,37,,,,,unknown
rice,80,,,,,,,4401.0
N/A,,,,,,,161,unknown
wheat,,,,17.0,,,,
wheat,,,,,,,274,unknown
wheat,102,,,,,,,unknown
unknown,,,75,,,,,
rice,67,,,39.2,,4.9,232,unknown
soybean,,,,,,,,
groundnut,103,29,,,38.2,8.1,,1638.0
maize,,,,,,6.4,,
banana,48,,,25.7,,6.6,228,3870.6
banana,48,,45,,,,189,unknown
unknown,,,,,,,,
wheat,,,,,53.8,7.1,,unknown
banana,129,,78,,,5.9,,
banana,50,,,37.9,,6.1,,
N/A,,,34,,,6.9,101,
barley,,,,18.8,,8.1,,
rice,112,47,,,,,,
groundnut,,,,,,,,1893.6
N/A,,,26,,,,232,2893.7
barley,114,34,,28.1,46.6,7.0,,2715.7
cotton,,,32,,,7.0,,
rice,,50,65,28.8,,6.4,,
millet,79,,,16.2,,,,
cotton,124,,,,,,114,2568.3
rice,,62,,28.2,,5.1,,
banana,76,67,,,43.9,7.9,,
maize,,63,,33.8,,,,3536.1
cotton,,,76,34.4,,8.5,,2053.5
cotton,,,,,,7.3,,
wheat,,,,,,,,
N/A,,62,69,18.4,,,218,
millet,67,,,,,,,2940.7
cotton,108,,,,,,278,unknown
,,,49,,,,171,
soybean,77,,,,57.9,,,
barley,,29,,,,,141,
soybean,92,,,,,8.5,,2197.3
cotton,,,,,,,,
barley,,,,,,,,
groundnut,,29,28,36.0,,,199,
groundnut,97,62,,,46.0,,,unknown
barley,,,39,,,,,unknown
sugarcane,,,,37.4,76.5,7.0,,
unknown,,,,31.9,,8.3,,1970.7
,,,,,,,201,3487.8
barley,,,,21.5,34.8,8.2,235,
unknown,,,75,19.3,,,,2735.7
wheat,,,60,,,6.2,65,unknown
groundnut,,,28,,,7.2,98,
sugarcane,,,,23.0,34.2,,,
banana,41,,,,,,294,unknown
banana,,,,,,,,
,,71,,,,,,
unknown,75,,32,,,,93,
groundnut,46,60,,,,7.6,,unknown
groundnut,78,50,,30.1,98.4,,161,1818.4
wheat,98,46,51,17.4,,7.7,,
barley,,,,35.6,71.5,5.1,277,unknown
rice,96,22,38,,,,231,3890.5
soybean,,,31,,32.6,,,
banana,,,,,,4.6,,
wheat,,,23,,74.1,,287,
soybean,,,38,17.4,,,,
rice,,,,,90.1,,,
,91,,,,35.2,,,3161.2
barley,,,,,77.5,,102,unknown
banana,,55,,,35.0,6.1,,
soybean,62,,38,16.4,,,,
maize,,,,33.3,41.5,,,unknown
millet,,,,,,,,
barley,112,52,53,17.4,,,,
wheat,,40,,,,,,
soybean,,,66,23.3,,,,
wheat,,,,,,,,
sugarcane,,,54,17.0,,,203,
sugarcane,46,,,,,,,
unknown,,,,,71.5,,220,
soybean,,,,33.7,,5.9,,2643.7
cotton,,,,35.6,,6.0,,
maize,,53,80,,75.6,,165,
rice,,64,71,,,,,
millet,,44,22,,,,70,unknown
wheat,,,24,,,,,
,120,,,,51.1,,,
millet,,,,,,,213,2342.7
unknown,,,,33.2,53.0,,123,
rice,,,,16.4,,6.5,226,4373.2
,,,,,43.5,,126,unknown
millet,115,,64,20.9,,,221,3466.3
N/A,73,76,40,,,,100,3719.9
soybean,,62,,24.4,,,168,2256.3
,,,,,75.8,7.6,,
N/A,,26,64,35.9,,,,
N/A,122,,70,32.6,,,256,unknown
barley,112,60,,,,,,
soybean,,,37,24.2,,,280,
sugarcane,,68,24,,92.4,8.5,212,
banana,,34,,31.5,,,153,4332.8
millet,45,70,52,24.5,,5.9,,2305.4
groundnut,,,,,,7.7,163,1949.8
barley,,,,23.8,,,,
N/A,,,65,,,6.2,163,
rice,,60,,31.7,,,178,
cotton,,,,31.6,,,182,
wheat,,,,35.6,,,99,
banana,,54,65,,,6.8,168,
cotton,,,61,,78.9,,96,3202.9
soybean,100,,,,,5.0,,
,,,76,19.2,40.0,8.2,,
wheat,,,,35.2,,,,3451.6
soybean,105,,71,35.1,,,272,
groundnut,,,27,,,,177,unknown
N/A,75,,,36.7,,,189,2667.7
,,,,,64.9,,,4788.2
soybean,,20,,29.4,71.3,,191,3798.4
wheat,,,,,,,,unknown
unknown,48,,58,,,,,unknown
millet,58,,52,,78.5,,,
maize,,,,,,7.2,106,3903.1
banana,109,,37,,,,,2904.7
maize,112,52,,,66.3,,90,3198.2
cotton,,,,,,5.0,162,2927.6
soybean,,,48,,,,300,3840.4
sugarcane,61,,59,,,6.2,162,
,59,73,,32.6,,,,
sugarcane,,,,,81.2,4.5,,
,,,29,21.9,,,,unknown
barley,,,67,,91.0,,124,
millet,,,,,,5.8,,
soybean,,,63,,,8.1,,
millet,,,,,35.1,4.8,,
unknown,,21,,35.9,,6.9,,3692.5
maize,,,50,25.0,,,141,3322.4
maize,121,23,,,66.2,,,
barley,41,,25,,40.0,7.5,,
sugarcane,106,66,,,73.5,,,3309.5
millet,59,,,28.3,64.7,,166,
cotton,96,26,22,,51.0,4.9,,2483.7
wheat,,36,68,,,,,unknown
,,31,,16.1,,,191,
millet,,,66,39.2,98.4,,113,3335.8
sugarcane,,28,,,,,,
unknown,,,75,,,5.3,,unknown
wheat,,66,,,30.5,7.9,,3007.8
N/A,,,24,,,,,
barley,,21,,,,6.6,,
cotton,56,,,23.1,,,,3123.1
barley,,37,45,,,8.3,,
unknown,,50,,30.6,,,126,
wheat,77,67,74,,82.0,,,
cotton,76,,,,,6.3,,unknown
maize,,,,,,,116,
,,57,34,,45.0,,,
banana,47,,,37.3,,,,2989.0
rice,113,71,,,95.5,5.9,,
barley,111,,,24.6,,,,
cotton,,,56,17.9,38.0,6.0,133,unknown
banana,,,52,,,,,
sugarcane,,,,,,,,unknown
,,,,28.2,84.9,,,unknown
sugarcane,,37,71,20.5,,5.8,,5710.8
maize,102,,42,,,5.1,113,unknown
rice,104,78,,,49.4,8.1,,2985.5
,,,54,,,,,unknown
maize,,,48,,,,,3802.1
unknown,,53,76,29.2,,,177,
maize,,51,,,,5.8,,
,,,,,,5.7,,2728.1
rice,,,,30.6,,,,
barley,123,,,29.5,,,87,2642.0
N/A,72,68,56,34.0,,,,
N/A,125,,43,,,,,unknown
millet,,,,,,5.7,,
millet,,75,25,,,,,3485.4
sugarcane,92,,,,,7.4,,3628.1
sugarcane,86,,,18.9,,,,
cotton,,,,,,,,
N/A,56,32,,38.0,77.9,7.2,141,
cotton,,,,28.3,,5.2,187,1933.3
soybean,,62,,,96.1,6.2,,unknown
unknown,,75,,23.1,,,,3171.3
wheat,,,,20.0,,,,
maize,96,71,56,,,,,
sugarcane,,,,30.4,33.7,6.6,,
maize,103,,72,23.6,,6.6,,
banana,,,40,,35.5,,165,
soybean,,49,,,,,180,unknown
rice,,,,21.2,,7.1,,unknown
soybean,,68,,,30.7,,286,unknown
N/A,,57,,,,,,4545.1
soybean,,40,,,,,,
N/A,62,,55,,,7.4,,unknown
wheat,,25,55,,90.6,,,unknown
soybean,,72,,34.2,83.6,,,unknown
millet,,79,33,,,5.1,,3027.3
rice,,,,,,7.5,221,
banana,,,,,,,,
cotton,,22,46,22.3,,,,
barley,91,,,34.2,,7.1,53,unknown
banana,56,67,,22.9,77.7,7.5,,
cotton,,54,20,,56.2,,,
rice,84,47,,,,,,unknown
,,,,24.7,,6.3,,
N/A,93,35,77,,40.3,8.1,,
soybean,,,33,17.9,,7.3,292,3444.5
rice,,,65,,42.8,6.7,81,
banana,,,,,,,197,unknown
unknown,,,,,,,,2386.8
wheat,,,,,72.7,,252,unknown
soybean,88,,,,,,,3452.3
N/A,98,,,,,4.7,,unknown
barley,,,58,,,7.4,236,unknown
groundnut,,51,,,,,,
soybean,96,,,,,,,unknown
maize,,24,38,32.8,35.2,7.2,229,unknown
,,57,,,,5.8,,
N/A,71,65,,,,,177,
N/A,,47,,24.2,,6.7,58,
N/A,,80,,,,6.6,277,
,,,,,,,191,
unknown,,,,,,8.1,,
wheat,93,,70,23.2,,,,unknown
,,,,36.2,,,,
cotton,,,,,,7.2,,unknown
cotton,115,40,,,59.6,8.3,,unknown
unknown,121,,,22.6,57.0,,,unknown
unknown,,25,52,,93.4,,293,3840.6
banana,,21,,,62.1,6.3,,unknown
barley,,,,,,,153,
soybean,73,,,35.3,,,,
N/A,70,40,,18.4,,,,unknown
sugarcane,55,52,,36.8,,,299,unknown
unknown,,52,52,,38.8,,154,2924.4
wheat,,,,,,5.9,,3750.6
banana,117,,,25.2,65.3,,,3720.7
banana,,,67,,44.5,,126,
rice,46,49,,,,,,unknown
groundnut,128,,,38.6,,6.2,,
barley,,,23,,49.3,,,
,50,23,,27.6,,,,
sugarcane,116,,,33.1,58.2,,96,5223.0
rice,,23,38,,,6.5,,3973.3
groundnut,,,,34.9,,,,unknown
,,,,,,,263,unknown
maize,64,,,,,6.6,84,3564.2
sugarcane,,,,18.9,50.2,4.5,,
unknown,44,60,,,,,,
sugarcane,121,,60,,,,,
wheat,49,80,,,40.1,,292,unknown
groundnut,40,,,,59.1,,,
N/A,,33,,,49.5,,,unknown
barley,,68,,,,,,2522.3
soybean,,30,,,,,188,unknown
N/A,64,25,,,38.1,,,
banana,108,,,,72.6,,121,4505.3
rice,,59,,,,,263,
cotton,,,,,,,,
barley,,,,,,6.9,256,
N/A,114,,,,,5.0,,1760.7
N/A,,50,65,21.1,,,,unknown
wheat,119,55,75,,,7.2,,
millet,105,58,22,,49.2,6.1,,
,,,,17.9,,6.3,195,1581.2
N/A,,64,,,,,,
unknown,,,,,,,,
N/A,,80,23,,,5.1,,unknown
barley,121,,,,42.7,7.4,107,
,,,,23.6,,5.3,,2945.0
soybean,54,,,,,6.8,,3030.8
soybean,,37,31,,42.1,,,unknown
groundnut,,,29,,,7.0,,unknown
wheat,,50,78,,64.9,7.1,,unknown
unknown,82,,50,,56.2,,,unknown
maize,,55,22,,37.7,5.1,,unknown
N/A,,,,,,,,
,67,41,,,34.9,,,
wheat,,,,,39.1,,,
sugarcane,63,,29,28.0,,,285,unknown
rice,,,,,,4.6,,3521.6
barley,,,,,,,95,
,,,,,,,,
maize,92,,,,82.5,,,
maize,103,43,,,,5.6,56,
unknown,,,22,32.6,65.9,7.9,246,unknown
wheat,,,65,,79.7,,250,
unknown,115,,65,,,5.4,91,2488.7
maize,,,,,,4.9,209,
maize,,,,,,,,3310.3
N/A,,,,,,,274,2470.2
,62,,,33.2,66.4,8.3,,2798.4
N/A,,,,,74.7,,,2807.1
soybean,57,,56,,,,287,3200.3
unknown,76,,,,,8.4,,3531.2
unknown,,,,,,,194,
maize,,,,29.9,53.2,,,unknown
barley,,,,,87.4,,,3169.0
N/A,112,,70,,39.1,,215,
wheat,71,,62,,,,,
soybean,44,,,36.0,,,,
maize,,61,,,,6.8,111,unknown
unknown,,,70,,,,118,
N/A,130,41,,,42.1,,,
maize,,,26,,82.2,,,
N/A,,28,,,,,,2392.9
groundnut,,78,37,17.4,59.2,7.9,,
,64,,,,,,,unknown
groundnut,,60,43,,52.4,,177,2563.2
wheat,,65,35,,,,,2398.0
wheat,,,,,81.5,,209,2427.5
banana,75,43,,,88.7,5.0,290,unknown
rice,,,,,,,81,2627.3
rice,45,22,,39.3,,,58,3509.3
maize,,,,,,8.0,,
soybean,51,,33,,,5.0,122,unknown
soybean,,,,31.5,,6.7,186,
groundnut,,,43,28.5,,6.4,155,
N/A,,,,,,,,unknown
unknown,,75,75,39.2,38.5,,124,unknown
cotton,,,77,15.9,,,142,
,,,,,90.0,5.2,,3681.0
rice,,38,,30.1,39.2,,172,unknown
banana,,,,,,6.0,,
cotton,67,,,33.9,78.1,,,
sugarcane,124,63,47,,71.5,7.8,,unknown
banana,,78,,,98.1,6.1,,3935.8
unknown,,72,,,,,230,
rice,,,59,18.5,82.2,,,
maize,,,,,,,,4012.4
soybean,,,,,,,,
millet,,,,32.5,,,,
millet,123,,,,,5.1,,
,122,51,,,,,,2929.6
unknown,,62,25,33.1,77.0,,288,unknown
sugarcane,,31,,33.7,,6.1,,unknown
N/A,,,79,35.4,32.3,,,
groundnut,51,65,,25.8,,,,
rice,44,,38,,,,,
cotton,91,35,21,,89.5,,,unknown
unknown,,74,,,40.6,,,
unknown,88,,,,,8.2,,unknown
wheat,,39,66,20.8,67.1,,,
rice,,,,,,,,unknown
barley,51,,,,87.7,7.9,90,
maize,,,44,,75.4,7.0,,3573.8
maize,,,,,74.9,4.6,,
barley,,54,79,,84.5,,,
soybean,120,,,,,6.0,,
rice,,,,,,,60,
unknown,44,,,38.7,55.2,,,
rice,,,,36.7,,7.8,,
banana,,,,,,,,unknown
unknown,,,,17.0,30.0,6.7,,
maize,85,,,24.4,,,,
sugarcane,,,,17.6,49.1,,,unknown
millet,93,,54,33.3,93.7,5.7,,
soybean,116,,21,,,,140,
sugarcane,,70,,,79.6,7.9,,unknown
wheat,,78,28,39.8,50.2,,227,3665.5
cotton,,44,55,,,,,
N/A,,78,,,,,104,3414.8
groundnut,,78,78,28.1,,,,
banana,121,,,,,5.8,,
barley,,,,,,7.5,227,unknown
maize,,,,,59.8,,,
rice,57,,63,30.3,94.2,,187,
millet,,,,,,6.5,142,unknown
sugarcane,60,,76,23.9,,6.7,,unknown
maize,,,,,,5.4,77,
banana,,,,,66.2,6.2,,
soybean,,,,,,,,unknown
rice,,,,,,,200,
sugarcane,,56,25,,98.7,7.8,87,unknown
sugarcane,,,21,,79.6,,,
soybean,,,,,65.4,,,
N/A,,,30,36.8,,,,unknown
groundnut,,,69,,,,,
unknown,,,30,30.2,35.9,,,
maize,,,36,,47.3,6.1,64,
banana,,,,,,,277,
banana,95,59,,,,,,
banana,,,,31.6,31.6,,,unknown
,,78,,24.1,,4.9,243,unknown
,61,,63,,,,,
maize,,66,,22.5,,,263,
barley,126,38,,,,,,3019.5
soybean,121,28,,,,7.5,,unknown
millet,,,56,,,4.8,,
wheat,75,,,,,4.7,,unknown
N/A,115,,70,,83.4,,255,
millet,,,38,,83.4,,,
cotton,105,,,,,,126,
barley,,55,32,,,,,2714.5
maize,,70,,,73.6,,,
N/A,,,,,92.2,,,4588.2
sugarcane,76,,46,,,7.2,,unknown
sugarcane,,,,,,,,3161.1
